Distance_(pixels),Gray_Value
0,28133.732
1,28185.934
2,28216.666
3,28209.467
4,28435.666
5,28411.334
6,28500.133
7,28550.6
8,28677.467
9,28830.4
10,29156.801
11,29486
12,29522.066
13,29712.334
14,29724.133
15,29520.467
16,29643.801
17,29614.268
18,29503.133
19,29329
20,29174.867
21,29065.666
22,29134.666
23,29129.732
24,29079.6
25,29080.732
26,28944.199
27,28841.801
28,28781.533
29,28677.268
30,28457.732
