time/ns,Line 0/um,Line 1/um,Line 2/um,Line 3/um,Line 4/um,Line 5/um,Line 6/um,Line 7/um,Line 8/um,Line 9/um,Line 10/um,Line 11/um,Line 12/um,Line 13/um,Line 14/um,Line 15/um,Line 16/um,Line 17/um,Line 18/um,Line 19/um,Line 20/um,Line 21/um,Line 22/um,Line 23/um,Line 24/um,Line 25/um,Line 26/um,Line 27/um,Line 28/um,Line 29/um,Line 30/um,Line 31/um,Line 32/um,Line 33/um,Line 34/um,Line 35/um,Line 36/um,Line 37/um,Line 38/um,Line 39/um,Line 40/um,Line 41/um,Line 42/um,Line 43/um,Line 44/um,Line 45/um,Line 46/um,Line 47/um,Line 48/um,Line 49/um,Line 50/um,Line 51/um,Line 52/um,Line 53/um,Line 54/um,Line 55/um,Line 56/um,Line 57/um,Line 58/um,Line 59/um,Line 60/um,Line 61/um,Line 62/um,Line 63/um,Line 64/um,Line 65/um,Line 66/um,Line 67/um,Line 68/um,Line 69/um,Line 70/um,Line 71/um,Line 72/um,Line 73/um,Line 74/um,Line 75/um,Line 76/um,Line 77/um,Line 78/um,Line 79/um,Line 80/um,Line 81/um,Line 82/um,Line 83/um,Line 84/um,Line 85/um,Line 86/um
0.100,3.3,7.071429,11.289473000000001,15.60811,19.962294,24.33297,28.712600000000002,33.097632,37.48618,41.87712,46.26979,50.66373,55.058640000000004,59.454299999999996,63.850553000000005,68.247294,72.644432,77.0419,81.439632,85.8376,90.23577,94.6341,99.03259,103.4312,107.82992,112.22879999999999,116.62769999999999,121.02669999999999,125.42572,129.82489999999999,134.22404,138.6233,143.0226,147.4219,151.8213,156.2207,160.6201,165.0196,169.41910000000001,173.8186,178.21811,182.6177,187.01724,191.4169,195.8165,200.21611000000001,204.6158,209.01544,213.41511,217.81481,220.02343000000002,220.07730999999998,220.1474,220.23841,220.3568,220.51069999999999,220.7108,220.9709,221.309,221.7502,222.2502,222.7502,223.2502,223.75019999999998,224.2502,224.75019999999998,225.5459,226.85469999999998,228.6875,231.2543,234.84940999999998,239.88560999999999,246.9419,254.1119,259.6588,264.09443,267.63331,270.44829999999996,272.67942,274.4122,275.6846,276.5679,277.25892,278.0079,278.92414,280.0849,281.74264
0.110,3.3,7.071429,11.289473000000001,15.60811,19.962294,24.33297,28.712600000000002,33.097632,37.48618,41.87712,46.26979,50.66373,55.058640000000004,59.454299999999996,63.850553000000005,68.247294,72.644432,77.0419,81.439632,85.8376,90.23577,94.6341,99.03259,103.4312,107.82992,112.22879999999999,116.62769999999999,121.02669999999999,125.42572,129.82489999999999,134.22404,138.6233,143.0226,147.4219,151.8213,156.2207,160.6201,165.0196,169.41910000000001,173.8186,178.21811,182.6177,187.01724,191.4169,195.8165,200.21611000000001,204.6158,209.01544,213.41511,217.81481,220.02343000000002,220.07730999999998,220.1474,220.23841,220.3568,220.51069999999999,220.7108,220.9709,221.309,221.7502,222.2502,222.7502,223.2502,223.75019999999998,224.2502,224.75019999999998,225.5459,226.85469999999998,228.6875,231.2543,234.84940999999998,239.88560999999999,246.9419,254.1119,259.6581,264.09051999999997,267.62194,270.4249,272.63211,274.30989999999997,275.50272,276.33972,277.0939,277.955,278.9844,280.364,282.365
0.120,3.3,7.071429,11.289473000000001,15.60811,19.962294,24.33297,28.712600000000002,33.097632,37.48618,41.87712,46.26979,50.66373,55.058640000000004,59.454299999999996,63.850553000000005,68.247294,72.644432,77.0419,81.439632,85.8376,90.23577,94.6341,99.03259,103.4312,107.82992,112.22879999999999,116.62769999999999,121.02669999999999,125.42572,129.82489999999999,134.22404,138.6233,143.0226,147.4219,151.8213,156.2207,160.6201,165.0196,169.41910000000001,173.8186,178.21811,182.6177,187.01724,191.4169,195.8165,200.21611000000001,204.6158,209.01544,213.41511,217.81481,220.02343000000002,220.07730999999998,220.1474,220.23841,220.3568,220.51069999999999,220.7108,220.9709,221.309,221.7502,222.2502,222.7502,223.2502,223.75019999999998,224.2502,224.75019999999998,225.5459,226.85469999999998,228.6875,231.2543,234.84940999999998,239.88560999999999,246.9419,254.1119,259.6566,264.0842,267.60580999999996,270.39172,272.55911000000003,274.1603,275.26972,276.10504000000003,276.94731,277.9113,279.108,280.77842,283.14903
0.130,3.3,7.071429,11.289473000000001,15.60811,19.962294,24.33297,28.712600000000002,33.097632,37.48618,41.87712,46.26979,50.66373,55.058640000000004,59.454299999999996,63.850553000000005,68.247294,72.644432,77.0419,81.439632,85.8376,90.23577,94.6341,99.03259,103.4312,107.82992,112.22879999999999,116.62769999999999,121.02669999999999,125.42572,129.82489999999999,134.22404,138.6233,143.0226,147.4219,151.8213,156.2207,160.6201,165.0196,169.41910000000001,173.8186,178.21811,182.6177,187.01724,191.4169,195.8165,200.21611000000001,204.6158,209.01544,213.41511,217.81481,220.02343000000002,220.07730999999998,220.1474,220.23841,220.3568,220.51069999999999,220.7108,220.9709,221.309,221.7502,222.2502,222.7502,223.2502,223.75019999999998,224.2502,224.75019999999998,225.5459,226.85469999999998,228.6875,231.2543,234.84940999999998,239.88560999999999,246.9419,254.11159999999998,259.65411,264.0754,267.5854,270.34742,272.4586,273.97314,275.0174,275.8917,276.81954,277.8958,279.3194,281.29942,284.0208
0.140,3.3,7.071429,11.289473000000001,15.60811,19.962294,24.33297,28.712600000000002,33.097632,37.48618,41.87712,46.26979,50.66373,55.058640000000004,59.454299999999996,63.850553000000005,68.247294,72.644432,77.0419,81.439632,85.8376,90.23577,94.6341,99.03259,103.4312,107.82992,112.22879999999999,116.62769999999999,121.02669999999999,125.42572,129.82489999999999,134.22404,138.6233,143.0226,147.4219,151.8213,156.2207,160.6201,165.0196,169.41910000000001,173.8186,178.21811,182.6177,187.01724,191.4169,195.8165,200.21611000000001,204.6158,209.01544,213.41511,217.81481,220.02343000000002,220.07730999999998,220.1474,220.23841,220.3568,220.51069999999999,220.7108,220.9709,221.309,221.7502,222.2502,222.7502,223.2502,223.75019999999998,224.2502,224.75019999999998,225.5459,226.85469999999998,228.6875,231.2543,234.84940999999998,239.88560999999999,246.9419,254.11093,259.6503,264.06329999999997,267.55813,270.28402,272.3194,273.7406,274.7495,275.6807,276.7002,277.9405,279.6419,281.9459,285.01773000000003
0.150,3.3,7.071429,11.289473000000001,15.60811,19.962294,24.33297,28.712600000000002,33.097632,37.48618,41.87712,46.26979,50.66373,55.058640000000004,59.454299999999996,63.850553000000005,68.247294,72.644432,77.0419,81.439632,85.8376,90.23577,94.6341,99.03259,103.4312,107.82992,112.22879999999999,116.62769999999999,121.02669999999999,125.42572,129.82489999999999,134.22404,138.6233,143.0226,147.4219,151.8213,156.2207,160.6201,165.0196,169.41910000000001,173.8186,178.21811,182.6177,187.01724,191.4169,195.8165,200.21611000000001,204.6158,209.01544,213.41511,217.81481,220.02343000000002,220.07730999999998,220.1474,220.23841,220.3568,220.51069999999999,220.7108,220.9709,221.309,221.7502,222.2502,222.7502,223.2502,223.75019999999998,224.2502,224.75019999999998,225.5459,226.85469999999998,228.6875,231.2543,234.84940999999998,239.88560999999999,246.9419,254.1096,259.64442,264.04699999999997,267.52022999999997,270.19204,272.13213,273.4604,274.47111,275.4668,276.6052,278.0817,280.0917,282.7288,286.155
0.160,3.3,7.071429,11.289473000000001,15.60811,19.962294,24.33297,28.712600000000002,33.097632,37.48618,41.87712,46.26979,50.66373,55.058640000000004,59.454299999999996,63.850553000000005,68.247294,72.644432,77.0419,81.439632,85.8376,90.23577,94.6341,99.03259,103.4312,107.82992,112.22879999999999,116.62769999999999,121.02669999999999,125.42572,129.82489999999999,134.22404,138.6233,143.0226,147.4219,151.8213,156.2207,160.6201,165.0196,169.41910000000001,173.8186,178.21811,182.6177,187.01724,191.4169,195.8165,200.21611000000001,204.6158,209.01544,213.41511,217.81481,220.02343000000002,220.07730999999998,220.1474,220.23841,220.3568,220.51069999999999,220.7108,220.9709,221.309,221.7502,222.2502,222.7502,223.2502,223.75019999999998,224.2502,224.75019999999998,225.5459,226.85469999999998,228.6875,231.2543,234.84940999999998,239.88560999999999,246.94170000000003,254.1075,259.6365,264.02652,267.46964,270.0701,271.9058,273.15873,274.1941,275.26954,276.57169999999996,278.327,280.64353,283.59532,287.35773
0.170,3.3,7.071429,11.289473000000001,15.60811,19.962294,24.33297,28.712600000000002,33.097632,37.48618,41.87712,46.26979,50.66373,55.058640000000004,59.454299999999996,63.850553000000005,68.247294,72.644432,77.0419,81.439632,85.8376,90.23577,94.6341,99.03259,103.4312,107.82992,112.22879999999999,116.62769999999999,121.02669999999999,125.42572,129.82489999999999,134.22404,138.6233,143.0226,147.4219,151.8213,156.2207,160.6201,165.0196,169.41910000000001,173.8186,178.21811,182.6177,187.01724,191.4169,195.8165,200.21611000000001,204.6158,209.01544,213.41511,217.81481,220.02343000000002,220.07730999999998,220.1474,220.23841,220.3568,220.51069999999999,220.7108,220.9709,221.309,221.7502,222.2502,222.7502,223.2502,223.75019999999998,224.2502,224.75019999999998,225.5459,226.85469999999998,228.6875,231.2543,234.84940999999998,239.88559999999998,246.94111,254.10430000000002,259.6255,263.9989,267.3971,269.90404,271.6265,272.8274,273.8999,275.09512,276.62474,278.68641,281.3233,284.5933,288.69874
0.180,3.3,7.071429,11.289473000000001,15.60811,19.962294,24.33297,28.712600000000002,33.097632,37.48618,41.87712,46.26979,50.66373,55.058640000000004,59.454299999999996,63.850553000000005,68.247294,72.644432,77.0419,81.439632,85.8376,90.23577,94.6341,99.03259,103.4312,107.82992,112.22879999999999,116.62769999999999,121.02669999999999,125.42572,129.82489999999999,134.22404,138.6233,143.0226,147.4219,151.8213,156.2207,160.6201,165.0196,169.41910000000001,173.8186,178.21811,182.6177,187.01724,191.4169,195.8165,200.21611000000001,204.6158,209.01544,213.41511,217.81481,220.02343000000002,220.07730999999998,220.1474,220.23841,220.3568,220.51069999999999,220.7108,220.9709,221.309,221.7502,222.2502,222.7502,223.2502,223.75019999999998,224.2502,224.75019999999998,225.5459,226.85469999999998,228.6875,231.2543,234.84940999999998,239.88540999999998,246.9401,254.09964,259.61121,263.96142000000003,267.29602,269.68969999999996,271.2975,272.475,273.60862,274.9781,276.79264,279.16474,282.1168,285.69724,290.1411
0.190,3.3,7.071429,11.289473000000001,15.60811,19.962294,24.33297,28.712600000000002,33.097632,37.48618,41.87712,46.26979,50.66373,55.058640000000004,59.454299999999996,63.850553000000005,68.247294,72.644432,77.0419,81.439632,85.8376,90.23577,94.6341,99.03259,103.4312,107.82992,112.22879999999999,116.62769999999999,121.02669999999999,125.42572,129.82489999999999,134.22404,138.6233,143.0226,147.4219,151.8213,156.2207,160.6201,165.0196,169.41910000000001,173.8186,178.21811,182.6177,187.01724,191.4169,195.8165,200.21611000000001,204.6158,209.01544,213.41511,217.81481,220.02343000000002,220.07730999999998,220.1474,220.23841,220.3568,220.51069999999999,220.7108,220.9709,221.309,221.7502,222.2502,222.7502,223.2502,223.75019999999998,224.2502,224.75019999999998,225.5459,226.85469999999998,228.6875,231.2543,234.84940999999998,239.885,246.93854000000002,254.0937,259.5942,263.91351000000003,267.1687,269.4407,270.94744000000003,272.1255,273.36460999999997,274.95644,277.06453,279.72083,282.95263,286.81350000000003,291.56623
0.200,3.3,7.071429,11.289473000000001,15.60811,19.962294,24.33297,28.712600000000002,33.097632,37.48618,41.87712,46.26979,50.66373,55.058640000000004,59.454299999999996,63.850553000000005,68.247294,72.644432,77.0419,81.439632,85.8376,90.23577,94.6341,99.03259,103.4312,107.82992,112.22879999999999,116.62769999999999,121.02669999999999,125.42572,129.82489999999999,134.22404,138.6233,143.0226,147.4219,151.8213,156.2207,160.6201,165.0196,169.41910000000001,173.8186,178.21811,182.6177,187.01724,191.4169,195.8165,200.21611000000001,204.6158,209.01544,213.41511,217.81481,220.02343000000002,220.07730999999998,220.1474,220.23841,220.3568,220.51069999999999,220.7108,220.9709,221.309,221.7502,222.2502,222.7502,223.2502,223.75019999999998,224.2502,224.75019999999998,225.5459,226.85469999999998,228.6875,231.2543,234.8494,239.88430000000002,246.93630000000002,254.0858,259.57172,263.8465,266.99984,269.13903,270.5614,271.7686,273.166,275.01903,277.4303,280.37922,283.88870000000003,288.0316,293.0963
0.210,3.3,7.071429,11.289473000000001,15.60811,19.962294,24.33297,28.712600000000002,33.097632,37.48618,41.87712,46.26979,50.66373,55.058640000000004,59.454299999999996,63.850553000000005,68.247294,72.644432,77.0419,81.439632,85.8376,90.23577,94.6341,99.03259,103.4312,107.82992,112.22879999999999,116.62769999999999,121.02669999999999,125.42572,129.82489999999999,134.22404,138.6233,143.0226,147.4219,151.8213,156.2207,160.6201,165.0196,169.41910000000001,173.8186,178.21811,182.6177,187.01724,191.4169,195.8165,200.21611000000001,204.6158,209.01544,213.41511,217.81481,220.02343000000002,220.07730999999998,220.1474,220.23841,220.3568,220.51069999999999,220.7108,220.9709,221.309,221.7502,222.2502,222.7502,223.2502,223.75019999999998,224.2502,224.75019999999998,225.5459,226.85469999999998,228.6875,231.2543,234.8494,239.88321,246.93304,254.07554,259.54121,263.75280000000004,266.78163,268.78263,270.1487,271.42582,273.0258,275.166,277.88812,281.13922,284.92782,289.35663,294.73822
0.220,3.3,7.071429,11.289473000000001,15.60811,19.962294,24.33297,28.712600000000002,33.097632,37.48618,41.87712,46.26979,50.66373,55.058640000000004,59.454299999999996,63.850553000000005,68.247294,72.644432,77.0419,81.439632,85.8376,90.23577,94.6341,99.03259,103.4312,107.82992,112.22879999999999,116.62769999999999,121.02669999999999,125.42572,129.82489999999999,134.22404,138.6233,143.0226,147.4219,151.8213,156.2207,160.6201,165.0196,169.41910000000001,173.8186,178.21811,182.6177,187.01724,191.4169,195.8165,200.21611000000001,204.6158,209.01544,213.41511,217.81481,220.02343000000002,220.07730999999998,220.1474,220.23841,220.3568,220.51069999999999,220.7108,220.9709,221.309,221.7502,222.2502,222.7502,223.2502,223.75019999999998,224.2502,224.75019999999998,225.5459,226.85469999999998,228.6875,231.2543,234.84911,239.88164,246.92881,254.0626,259.49941,263.6268,266.51272,268.37954,269.7301,271.1256,272.9562,275.3956,278.42994,281.98294,286.0487,290.7616,296.4587
0.230,3.3,7.071429,11.289473000000001,15.60811,19.962294,24.33297,28.712600000000002,33.097632,37.48618,41.87712,46.26979,50.66373,55.058640000000004,59.454299999999996,63.850553000000005,68.247294,72.644432,77.0419,81.439632,85.8376,90.23577,94.6341,99.03259,103.4312,107.82992,112.22879999999999,116.62769999999999,121.02669999999999,125.42572,129.82489999999999,134.22404,138.6233,143.0226,147.4219,151.8213,156.2207,160.6201,165.0196,169.41910000000001,173.8186,178.21811,182.6177,187.01724,191.4169,195.8165,200.21611000000001,204.6158,209.01544,213.41511,217.81481,220.02343000000002,220.07730999999998,220.1474,220.23841,220.3568,220.51069999999999,220.7108,220.9709,221.309,221.7502,222.2502,222.7502,223.2502,223.75019999999998,224.2502,224.75019999999998,225.5459,226.85469999999998,228.6875,231.2542,234.8484,239.8794,246.92311,254.0454,259.43914,263.4546,266.1772,267.9189,269.29990000000004,270.8758,272.97653,275.73024000000004,279.0822,282.94071,287.2903,292.29344000000003,298.3137
0.240,3.3,7.071429,11.289473000000001,15.60811,19.962294,24.33297,28.712600000000002,33.097632,37.48618,41.87712,46.26979,50.66373,55.058640000000004,59.454299999999996,63.850553000000005,68.247294,72.644432,77.0419,81.439632,85.8376,90.23577,94.6341,99.03259,103.4312,107.82992,112.22879999999999,116.62769999999999,121.02669999999999,125.42572,129.82489999999999,134.22404,138.6233,143.0226,147.4219,151.8213,156.2207,160.6201,165.0196,169.41910000000001,173.8186,178.21811,182.6177,187.01724,191.4169,195.8165,200.21611000000001,204.6158,209.01544,213.41511,217.81481,220.02343000000002,220.07730999999998,220.1474,220.23841,220.3568,220.51069999999999,220.7108,220.9709,221.309,221.7502,222.2502,222.7502,223.2502,223.75019999999998,224.2502,224.75019999999998,225.5459,226.85469999999998,228.6875,231.25372000000002,234.84712000000002,239.8768,246.9164,254.02402,259.36120999999997,263.2491,265.8126,267.4656,268.91622,270.70029999999997,273.0747,276.1228,279.76890000000003,283.90951,288.52590000000004,293.80012,300.12212
